Matrix,Max threads,nonzeros,collumns,rows,(1) csr,(2) csr,(3) csr,(4) csr,(5) csr,(6) csr,(7) csr,(8) csr,(1) ell,(2) ell,(3) ell,(4) ell,(5) ell,(6) ell,(7) ell,(8) ell, (1) Max error csr, (1)Total error csr,  (2) Max error csr, (2)Total error csr,  (3) Max error csr, (3)Total error csr,  (4) Max error csr, (4)Total error csr,  (5) Max error csr, (5)Total error csr,  (6) Max error csr, (6)Total error csr,  (7) Max error csr, (7)Total error csr,  (8) Max error csr, (8)Total error csr,  (1) Max error ell, (1)Total error ell,  (2) Max error ell, (2)Total error ell,  (3) Max error ell, (3)Total error ell,  (4) Max error ell, (4)Total error ell,  (5) Max error ell, (5)Total error ell,  (6) Max error ell, (6)Total error ell,  (7) Max error ell, (7)Total error ell,  (8) Max error ell, (8)Total error ell, 
cage4,8,49,9,9,11.3671,0.183479,0.118937,0.0818048,0.00187353,0.0492178,0.0435437,0.034028,119.355,26.523,34.1009,10.3785,7.45958,18.3622,14.9192,9.18098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
