Matrix,nonzeros,collumns,rows,Serial csr time,Serial csr GFLOPS,Openmp(1) csr time ,Openmp(1) csr GFLOPS,Openmp(2) csr time ,Openmp(2) csr GFLOPS,Openmp(3) csr time ,Openmp(3) csr GFLOPS,Openmp(4) csr time ,Openmp(4) csr GFLOPS,Openmp(5) csr time ,Openmp(5) csr GFLOPS,Openmp(6) csr time ,Openmp(6) csr GFLOPS,Openmp(7) csr time ,Openmp(7) csr GFLOPS,Openmp(8) csr time ,Openmp(8) csr GFLOPS,Cuda csr time,Cuda csr GFLOPS,Serial ellpack time,Serial ellpack GFLOPS,Openmp(1) ell time ,Openmp(1) ell GFLOPS,Openmp(2) ell time ,Openmp(2) ell GFLOPS,Openmp(3) ell time ,Openmp(3) ell GFLOPS,Openmp(4) ell time ,Openmp(4) ell GFLOPS,Openmp(5) ell time ,Openmp(5) ell GFLOPS,Openmp(6) ell time ,Openmp(6) ell GFLOPS,Openmp(7) ell time ,Openmp(7) ell GFLOPS,Openmp(8) ell time ,Openmp(8) ell GFLOPS, Cuda ellpack time, Cuda ellpack GFLOPS, 
olm1000,3996,1000,1000,0,inf,373.843,21.3779,416.171,19.2037,709.383,11.2661,1022.26,7.81797,1388.63,5.75531,1738.01,4.59837,2001.91,3.9922,7460.53,1.07124,132.992,60.0938,0,inf,370.682,21.5602,50.8256,157.244,56.0396,142.614,120.003,66.5985,72.913,109.61,77.6754,102.89,76.8953,103.934,78.5375,101.76,130.826,61.089,
